Date Entered,Campaign,Status,Ethereum_Address,Twitter ID,Twitter Username,Discord ID,Discord Username,Custom Field 1,Custom Field 2
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign3,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150153,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign4,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150154,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign5,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150155,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150156,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150157,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150158,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150159,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150160,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0003,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150161,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign2,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150162,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign3,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150163,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign4,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150164,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign5,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150165,,krypto_rose,,,,
